Column1;Date;Case Number;ItemInCase;Language;Country;Repairability Index;Size;Model name;Year;General condition;Wash;Fabric;Fabric failure - Membrane delamination;Fabric failure - Leak through;Fabric failure - Wetting out;Fabric failure - Down leakage;Fabric failure - Fading;Fabric failure - Pilling;Fabric torn - Rips - Patchable;Fabric torn - Rips - Not patchable - 1 panel;Fabric torn - Rips - Not patchable - X panels;Fabric torn - Abrasion - Light;Fabric torn - Abrasion - Heavy - 1 panel;Fabric torn - Abrasion - Heavy - X panels;Fabric torn - Burn - Patchable - ;Fabric torn - Burn - Not patchable - 1 panel;Fabric torn - Burn - Not patchable - X panels;Fabric torn - Stain;Fabric torn - Membrane contamination - Light;Fabric torn - Membrane contamination - Heavy;Zipper failure - Zipper structureMain;Zipper failure - Zipper structureAll except main;Zipper failure - Zipper slider;Delamination - Press;Delamination - 70D Nylon;Delamination - Seam tape;Seam failure - Seam sewn non-WBW Membrane;Delamination - Seam sewn WBW Membrane;Delamination - Seam laminated;Other - Buckle;Known_issue;Repair solution;Repair Threshold;Customer Offer;Product_type;reasonofissue;Age;Repair Threshold Status;typeoffailure;misusetype
736;1/16/20;748288;1;EN;Australia;2;XL;Levantine mx men;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, hem drawcord, ;;;;;;No;Yes;3;Replacement;shell;manufacturing_issue;9;above;construction_failure;notmisused
579;1/27/20;748366;1;EN;Australia;2;S;Boreal ar jacket women;2010;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;pocket bags, lam pockets, ;all, ;pocket bag donuts, neck, ;;;;;No;No;8;Replacement;shell;manufacturing_issue;10;above;construction_failure;notmisused
622;1/31/20;748476;1;EN;Australia;2;XL;Tasman lt men;2014;2_Good;Yes;Down Loft;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;3;Replacement;shell;manufacturing_issue;6;above;construction_failure;notmisused
620;1/31/20;748555;1;EN;Australia;2;XL;Boreal fl jacket men;2011;2_Good;No;WBW 3L Membrane;arm pits, ;;;;;;;;;;;;;;;;;;;left pocket, ;;all zippers, ;all, ;cuffs, ;;;;;No;No;1010;Replacement;shell;manufacturing_issue;9;above;fabric_failureANDconstruction_failure;notmisused
586;1/27/20;748563;1;EN;Australia;2;XL;Boreal ar jacket men;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;hood facing, lam pocket, all zippers, ;all, ;boths cuffs, pocket bag donuts, neck, ;;;;;No;Yes;11;Replacement;shell;manufacturing_issue;9;above;construction_failure;notmisused
558;1/23/20;748578;1;EN;Australia;2;L;Boreal ar jacket women;2011;2_Good;No;WBW 3L Membrane;;;;;;;front panel safety pins, ;;;;;;;;;left cuffs, ;;;;right pocket zipper, ;;lam pocket, ;all, ;neck, pocket bag donuts, arm pit donuts, ;;;;main zipper pealing,;No;No;10;Replacement;shell;manufacturing_issueANDmisuse;9;above;construction_failure;damagedandcontaminated
588;1/28/20;748579;1;EN;Australia;2;M;Bering sv jacket men;2016;2_Good;No;WBW 3L Membrane;;;;;;;;;;both cuffs, ;right cuff, ;;;;;;;;;;;chest pocket zippers, ;;;;;;;No;No;6;50% Discount;shell;manufacturing_issueANDmisuse;4;above;construction_failure;damaged
706;2/11/20;748630;1;EN;Australia;2;L;Ionian ar jacket men;2009;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;hood facing, lam pocket, pocket bags, all zippers, cuffs lingins, ;all including donuts inside pocket, ;cuffs, pocket bags donuts, ;;;;;No;No;11;30% Discount;shell;manufacturing_issue;11;above;construction_failure;notmisused
624;1/31/20;748993;1;EN;Australia;2;XS;Tasman lt women;2014;2_Good;No;Down Loft;;;;;;;;;left sleve, right front panel,;;;;;;;;;;;;;;;;;;;;No;No;6;50% Discount;shell;misuse;6;above;nofailure;damaged
686;2/7/20;749023;1;EN;Australia;2;S;Atlantis fl jacket men;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;both cuffs, ;;;;;;;;;;;chest pocket, ;main zipper, ;;;;;;;;No;No;9;50% Discount;shell;manufacturing_issueANDmisuse;6;above;construction_failure;damaged
635;2/3/20;749256;1;EN;Australia;2;XS;Boreal ar jacket women;2011;2_Good;No;WBW 3L Membrane;shoulders, neck, ;;;;;;;;;;;;;;;;;;;;;all zippers, hood facing, ;all, ;cuffs, neck, ;;;;;No;No;1008;Replacement;shell;manufacturing_issue;9;above;fabric_failureANDconstruction_failure;notmisused
585;1/27/20;749368;1;EN;Australia;2;S;Boreal sl jacket women;2017;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Replacement;shell;manufacturing_issue;3;above;construction_failure;notmisused
572;1/24/20;749372;1;EN;Australia;2;M;Mediterranean lt men;2018;2_Good;No;K Fleece;;;;;;;;left sleeve, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;2;above;nofailure;damaged
566;1/24/20;749549;1;EN;Australia;2;M;Red jacket men;2010;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;powder skirt, all zippers, hood facing, ;all, ;both cuffs, ;;;;;No;No;11;Replacement;shell;manufacturing_issue;10;above;construction_failure;notmisused
569;1/24/20;749580;1;EN;Australia;2;XS;Boreal ar jacket women;2014;2_Good;No;WBW 3L Membrane;pocket bags, ;;;;;;;;;front panels, ;;;;;;;;;;right pocket ;main zipper, ;hood facing, ;;neck, ;;;;;No;No;1008;Replacement;shell;manufacturing_issueANDmisuse;6;above;fabric_failureANDconstruction_failure;damaged
770;1/27/20;749717;1;EN;Australia;2;L;Flores coat women;2016;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper coil broken ;;;;;;;;;;No;No;3;Replacement;shell;manufacturing_issue;4;above;construction_failure;notmisused
764;1/24/20;749728;1;EN;New Zealand;2;M;Atlantis ar jacket men;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;coil broken at the main zipper;;;right cuff, left cuff, ;;;;;;;No;Yes;6;Replacement;shell;manufacturing_issue;6;above;construction_failure;notmisused
647;2/4/20;749920;1;EN;Australia;2;M;Irun coat women;2019;2_Good;No;Down Loft;;;;right pocket, ;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;1003;Replacement;shell;manufacturing_issue;1;above;fabric_failureANDconstruction_failure;notmisused
644;2/4/20;749922;1;EN;Australia;2;XL;Tasman lt men;2014;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;main zipper,;;;;;;;;;;No;No;3;Replacement;shell;manufacturing_issue;6;above;construction_failure;notmisused
619;1/31/20;749974;1;EN;Australia;2;M;Labrador sv jacket men;2015;2_Good;No;WBW 3L Membrane;front panels, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;1000;Replacement;shell;manufacturing_issue;5;above;fabric_failure;notmisused
652;2/4/20;749998;1;EN;Australia;2;M;Bering ar jacket women;2003;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, hood facing, ;;;all zippers, ;;;;;;;No;No;6;30% Discount;shell;manufacturing_issue;17;above;construction_failure;notmisused
656;2/5/20;750025;1;EN;Australia;2;S;Ionian ar jacket men;2012;2_Good;No;WBW 3L Membrane;neck, pocket bags, ;;;;;;;;;;;;;;;;neck, ;;;;;chest pocket  zippers, hood facing, lam pocket, ;all, ;pocket bag donuts, ;;;;;No;No;1008;Replacement;shell;manufacturing_issueANDmisuse;8;above;fabric_failureANDconstruction_failure;contaminated
632;2/3/20;750145;1;EN;Australia;2;L;Bering sv jacket men;2003;2_Good;No;WBW 3L Membrane;;;;;;;;hem draw cord, ;both cuffs, ;;;;;;;;;;main zipper, ;;;;;;;both hand cuffs flaps, ;;;No;No;14;30% Discount;shell;manufacturing_issueANDmisuse;17;above;construction_failure;damaged
617;1/30/20;750162;1;EN;Australia;2;L;Sargasso ar jacket men;2019;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;;;;;;;;;;nothing wrong with the jacket, no down leaking;No;No;0;Replacement;shell;manufacturing_issue;1;below;construction_failure;notmisused
598;1/29/20;750166;1;EN;Australia;2;L;Coral jacket men;2017;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper;;;;;;;;No;Yes;1;Repair;shell;manufacturing_issue;3;below;construction_failure;notmisused
657;2/5/20;750178;1;EN;Australia;2;S;Boreal ar jacket men;2015;2_Good;No;WBW 3L Membrane;;;;;;;;left sleeve, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;5;above;nofailure;damaged
679;2/6/20;750183;1;EN;Australia;2;XS;Atlantis sl jacket women;2012;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;;;;;;No;No;3;Replacement;shell;manufacturing_issue;8;above;construction_failure;notmisused
655;2/4/20;750188;1;EN;Australia;2;S;Ionian sl hybrid jacket men;2010;1_Used;No;WBW 2L Membrane;arm pits, back, ;;;;;;;;;;;;;;;;;;main zipper, ;;;all zippers, ;;;;;;;No;No;1006;30% Discount;shell;manufacturing_issue;10;above;fabric_failureANDconstruction_failure;notmisused
636;2/3/20;750234;1;EN;Australia;2;L;Coral jacket men;2017;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;No;Yes;1;Repair;shell;manufacturing_issue;3;below;construction_failure;notmisused
673;2/6/20;750342;1;EN;Australia;2;S;Boreal ar jacket women;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;;right shoulder, ;;;;;;No;No;3;Replacement;shell;manufacturing_issue;6;above;construction_failure;notmisused
658;2/5/20;750381;1;EN;Australia;2;L;Tasman lt men;2017;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;main zipper,;;;;;;;;;;No;No;3;Replacement;shell;manufacturing_issue;3;above;construction_failure;notmisused
659;2/5/20;750444;1;EN;Australia;2;XL;Boreal ar jacket men;2004;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all, hood facing, pocket bags, lam pocket, cuffs lining, ;all, ;pocket bag donuts, ;;;;;No;No;8;Replacement;shell;manufacturing_issue;16;above;construction_failure;notmisused
802;2/12/20;750728;1;EN;New Zealand;2;L;Atlantis sv jacket men;2005;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, hood facing, right laminated pocket, left laminated pocket, ;;neck, collar, left pocket bag donuts, right pocket bag donuts, hem drawcord, both cuffs ;;;;;No;No;5;30% Discount;shell;manufacturing_issue;15;above;construction_failure;notmisused
645;2/4/20;750854;1;EN;Australia;2;L;Atlantis sv jacket men;2013;2_Good;No;WBW 3L Membrane;cuffs, front panel, ;;;;;;;;;;;around hem, ;;;;;;;all zippers, ;;main zipper, ;;;;;;;;No;No;1010;50% Discount;shell;manufacturing_issueANDmisuse;7;above;fabric_failureANDconstruction_failure;damaged
606;1/29/20;750875;1;EN;Australia;2;XL;Boreal ar jacket men;2013;2_Good;No;WBW 3L Membrane;cuffs, ;;;;;;;;;;;;;;;;;neck, ;;;;hood facing, all zippers, ;;neck, pit zip donuts, both cuffs, ;;;;;No;No;1005;Replacement;shell;manufacturing_issueANDmisuse;7;above;fabric_failureANDconstruction_failure;contaminated
630;2/3/20;750976;1;EN;Australia;2;XL;Labrador ar jacket men;2007;2_Good;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;;neck, ;main zipper, ;;;chest pocket zipper, cuffs lining, arm pocket, ;;pocket bag donuts, both cuffs, ;;;;;No;No;1008;30% Discount;shell;manufacturing_issueANDmisuse;13;above;fabric_failureANDconstruction_failure;contaminated
688;2/7/20;751067;1;EN;Australia;2;L;Molucca sl jacket men;2018;2_Good;No;WBW 2L Membrane;;;;;;;;lower left back, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;2;above;nofailure;damaged
674;2/6/20;751079;1;EN;Australia;2;S;Atlantis sl jacket women;2016;2_Good;No;WBW 2L Membrane;front panels, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;1000;Replacement;shell;manufacturing_issue;4;above;fabric_failure;notmisused
703;2/10/20;751311;1;EN;Australia;2;S;Atlantis sv jacket men;2014;0_Trashed;No;WBW 3L Membrane;arm pit, hood, cuffs, front panels, ;;;;;;;;;;;;;;;front panels, ;;;;;;all zippers, ;;;;;;;No;No;1003;Replacement;shell;manufacturing_issueANDmisuse;6;above;fabric_failureANDconstruction_failure;contaminated
691;2/7/20;751494;1;EN;Australia;2;M;Ionian ar jacket men;2008;1_Used;No;WBW 3L Membrane;cuffs, neck, ;;;;;;;;;;;;;;;;everywhere, ;neck, ;main zipper, ;;;cuffs lining, pocket bags, lam pocket, ;all, ;cuffs, main zipper, neck, pocket bag donuts, various lower back, ;;;;;No;No;1011;30% Discount;shell;manufacturing_issueANDmisuse;12;above;fabric_failureANDconstruction_failure;contaminated
608;1/30/20;751499;1;EN;Australia;2;L;Boreal sl jacket men;2015;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, ;;;;;;;No;No;3;Replacement;shell;manufacturing_issue;5;above;construction_failure;notmisused
610;1/30/20;751500;1;EN;Australia;2;S;Atlantis sv jacket men;2012;2_Good;No;WBW 3L Membrane;hood, arm pit, ;;;;;;;;;;;;;;;;;;;;main zipper, ;hood cord tunnel, ;all,;both cuffs, neck, ;;;;;No;No;1009;Replacement;shell;manufacturing_issue;8;above;fabric_failureANDconstruction_failure;notmisused
637;2/3/20;751501;1;EN;Australia;2;M;Ionian ar jacket women;2008;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;both cuffs lining, hood facing, neck pad, lam pocket, hood cord tunnel, ;;both cuffs, neck, logo, pocket bog donuts, back, arm pit zip, ;;;;;No;No;8;30% Discount;shell;manufacturing_issue;12;above;construction_failure;notmisused
646;2/4/20;751507;1;EN;Australia;2;L;Atlantis sv jacket women;2004;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;hood facing, cuffs lining, all zippers, pocket bags, lam pocket, ;all;;;;;;No;No;9;30% Discount;shell;manufacturing_issue;16;above;construction_failure;notmisused
669;2/6/20;751698;1;EN;Australia;2;L;Tasman lt men;2018;2_Good;No;Down Loft;;;;;;;;front right panel, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;2;above;nofailure;damaged
654;2/4/20;751701;1;EN;Australia;2;S;Bering sv jacket men;2007;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;all zippers, ;;;;;;;No;No;6;30% Discount;shell;manufacturing_issue;13;above;construction_failure;notmisused
642;2/3/20;751717;1;EN;Australia;2;M;Boreal ar jacket men;2016;2_Good;No;WBW 3L Membrane;upper back, cuffs, ;;;;;;;;;;;;;;;;;neck, ;;;main zipper, ;;;;;;;;No;No;1001;Replacement;shell;manufacturing_issueANDmisuse;4;above;fabric_failureANDconstruction_failure;contaminated
794;2/11/20;751790;1;EN;New Zealand;2;L;Boreal ar jacket men;2010;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, hang tag, hem drawcord, ;;;;;;No;No;3;Replacement;shell;manufacturing_issue;10;above;construction_failure;notmisused
661;2/5/20;751883;1;EN;Australia;2;XS;Atlantis sl jacket women;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, hood facing, neckpad, ;all, ;neck, ;;;;;No;No;8;30% Discount;shell;manufacturing_issue;14;above;construction_failure;notmisused
626;1/31/20;752367;1;EN;Australia;2;S;Boreal sl jacket women;2017;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;3;Replacement;shell;manufacturing_issue;3;above;construction_failure;notmisused
650;2/4/20;752463;1;EN;Australia;2;L;Bering sv jacket men;2012;2_Good;No;WBW 3L Membrane;cuffs, ;;;;;;;front right panel, ;;;;;;;;;;;main zipper, ;;;all zippers, ;;;;;;;No;No;1009;50% Discount;shell;manufacturing_issueANDmisuse;8;above;fabric_failureANDconstruction_failure;damaged
689;2/7/20;752488;1; ;Australia;2;M;Hudson jacket men;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;pocket bags, lam pocket, ;all, ;cuffs, pocket bag donuts, ;;;;;No;No;8;Replacement;shell;manufacturing_issue;8;above;construction_failure;notmisused
660;2/5/20;752501;1;EN;Australia;2;L;Boreal ar jacket men;2005;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;hood facing, pocket bags, lam pocket, cuffs lining, all zippers, ;all, ;;;;;;No;No;9;Replacement;shell;manufacturing_issue;15;above;construction_failure;notmisused
699;2/10/20;752819;1;EN;Australia;2;L;Hudson jacket men;2016;2_Good;No;WBW 3L Membrane;hood, collar, ;;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;No;No;1001;Replacement;shell;manufacturing_issue;4;above;fabric_failureANDconstruction_failure;notmisused
792;2/5/20;752868;1;EN;Australia;2;L;Bering sv jacket men;2010;2_Good;No;WBW 3L Membrane;;;;;;;;left arm, ;;;;;;;;;;;main zipper broken,;;;all zippers, ;;;;;;;No;No;9;Replacement;shell;manufacturing_issueANDmisuse;10;above;construction_failure;damaged
628;1/31/20;752903;1;EN;Australia;2;XL;Boreal sl jacket men;2011;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;neck, ;;;;;No;No;5;Replacement;shell;manufacturing_issue;9;above;construction_failure;notmisused
638;2/3/20;752914;1;EN;Australia;2;M;Ionian ar jacket women;2014;1_Used;No;WBW 3L Membrane;both cuffs, ;;;;;;;right cuff, ;;left sleeve, ;;;;;;;;neck, ;;;;;;;;;;;No;No;1003;50% Discount;shell;manufacturing_issueANDmisuse;6;above;fabric_failure;damagedandcontaminated
609;1/30/20;752949;1;EN;Australia;2;S;Tasman lt women;2013;2_Good;No;WBW 3L Membrane;;;;;;;;;right arm pit, right cuff, ;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;9;50% Discount;shell;manufacturing_issueANDmisuse;7;above;construction_failure;damaged
611;1/30/20;753225;1;EN;Australia;2;XL;Boreal ar jacket men;2007;2_Good;No;WBW 3L Membrane;cuffs, ;;;;;;;;;;;;;;;;;;main zipper, ;;;hood facing, all zippers, cuffs lining, ;;;;;;already repaired;No;No;1006;30% Discount;shell;manufacturing_issue;13;above;fabric_failureANDconstruction_failure;notmisused
790;2/5/20;753239;1;EN;Australia;2;M;Boreal ar jacket men;2016;2_Good;No;WBW 3L Membrane;right arm, left arm, lower right front panel, lower left front panel, ;;;;;;;;;;;;;;;;;;;;;entirely delammed on right pit zip;;;;;;;No;No;1003;Replacement;shell;manufacturing_issue;4;above;fabric_failureANDconstruction_failure;notmisused
711;2/12/20;753696;1;EN;Australia;2;XXL;Labrador sv jacket men;2007;2_Good;No;WBW 3L Membrane;lower back, neck, shoulders, ;;;;;;;;;;;;;;;;;;main zipper, ;;;pocket bags, arm pocket window, chest pocket zipper, hood facing, ;all, ;pocket bags donuts, cuffs, ;;;;;No;Yes;1011;30% Discount;shell;manufacturing_issue;13;above;fabric_failureANDconstruction_failure;notmisused
616;1/30/20;753844;1;EN;Australia;2;S;Red parka women;2015;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;5;above;construction_failure;notmisused
613;1/30/20;753854;1;EN;Australia;2;M;Atlantis lt jacket men;2010;3_Excellent;No;WBW 3L Membrane;hood, cuffs, ;;;;;;;;;;;;;;;;neck, ;;;;;pocket bag, neck pad, hood facing, ;all, ;pocket bag donuts, ;;;;;No;No;1008;Replacement;shell;manufacturing_issueANDmisuse;10;above;fabric_failureANDconstruction_failure;contaminated
614;1/30/20;753859;1;EN;Australia;2;M;Labrador sv jacket men;2008;2_Good;No;WBW 3L Membrane;both cuffs, shoulders, arm pits, ;;;;;;;;;;;;;;;left arm, ;;;;;;all zippers, neck pad, hood facing, pocket bags, lam pocket, ;all, ;both cuffs, neck, pocket bags donuts, ;;;;arm pocket window, ;No;No;1008;30% Discount;shell;manufacturing_issueANDmisuse;12;above;fabric_failureANDconstruction_failure;contaminated
615;1/30/20;753867;1;EN;Australia;2;M;Orice jacket men;2015;2_Good;No;Down Loft;;;;;;;;right cuff, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;5;above;nofailure;damaged
698;2/10/20;753920;1;EN;Australia;2;S;Molucca ar jacket women;2018;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hem draw cord, ;;;;;;;No;No;3;Replacement;shell;manufacturing_issue;2;above;construction_failure;notmisused
710;2/11/20;753944;1;EN;Australia;2;M;Boreal ar jacket women;2009;0_Trashed;No;WBW 3L Membrane;neck, arm pit, cuffs, ;;;;;;;;;;;;;;;;;;;;;lam pocket, pocket bags, hood facing, ;all, ;cuffs, neck, pocke tbags donuts, ;;;;;No;No;1008;30% Discount;shell;manufacturing_issue;11;above;fabric_failureANDconstruction_failure;notmisused
682;2/7/20;753982;1;EN;Australia;2;M;Bering sv jacket men;2018;2_Good;No;WBW 3L Membrane;;;;;;;;;;;right cuff, ;;;;;;;;;chest pocket zipper, ;;;;;;;;;No;No;5;Replacement;shell;manufacturing_issueANDmisuse;2;above;construction_failure;damaged
643;2/3/20;754063;1;EN;Australia;2;S;Boreal sl jacket women;2013;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;;;;;;No;No;3;Replacement;shell;manufacturing_issue;7;above;construction_failure;notmisused
618;1/31/20;754083;1;EN;Australia;2;L;Labrador ar jacket men;2004;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hem drawccord, lam pocket, pocket bags, hood facing, all zippers, cuffs,  ;all, ;pocket bag donuts, cuffs, ;;;;;No;No;8;30% Discount;shell;manufacturing_issue;16;above;construction_failure;notmisused
623;1/31/20;754103;1;EN;Australia;2;L;Orice jacket men;2015;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;3;Replacement;shell;manufacturing_issue;5;above;construction_failure;notmisused
625;1/31/20;754113;1;EN;Australia;2;M;Red jacket men;2008;1_Used;No;WBW 3L Membrane;;;;;;;;;;;left front panel, ;;;;;front panels, ;cuffs, ;;main zipper, ;;;;all, ;cuffs, ;;;;;No;No;11;30% Discount;shell;manufacturing_issueANDmisuse;12;above;construction_failure;damagedandcontaminated
640;2/3/20;754187;1;EN;Australia;2;XL;Boreal ar jacket men;2014;2_Good;No;WBW 3L Membrane;shoulders, neck, upper back, ;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;1003;Replacement;shell;manufacturing_issue;6;above;fabric_failureANDconstruction_failure;notmisused
683;2/7/20;754324;1;EN;Australia;2;S;Labrador ar jacket women;2007;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;front panels, ;;;all zippers, pocket bags, lam pocket, hood facing, ;;;cuffs lining, ;all, ;cuffs, neck, ;;;;;No;No;11;30% Discount;shell;manufacturing_issueANDmisuse;13;above;construction_failure;contaminated
776;2/3/20;754414;1;EN;Australia;2;M;Sargasso ar men;2013;1_Used;No;Down Loft;;;;;;;;large tear on bottom left side;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;7;above;nofailure;damaged
708;2/11/20;754641;1;EN;Australia;2;L;Tasman sl men;2017;2_Good;No;Down Loft;;;;;;;;right sleeve, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;3;above;nofailure;damaged
704;2/10/20;754671;1;EN;Australia;2;L;Marin jacket women;2017;2_Good;No;Down Loft;;;;everywhere,;;;;;;;;;;;;;;;;;;;;;;;;;No;No;1000;Replacement;shell;manufacturing_issue;3;above;fabric_failure;notmisused
791;2/5/20;754679;1;EN;Australia;2;L;Bering sv jacket men;2008;1_Used;No;WBW 3L Membrane;right arm, left arm, lower right front panel, lower left front panel, ;;;;;;;;;;;;;;;;;;;;main zipper slider broken;all zippers, ;;;;;;;No;No;1004;Replacement;shell;manufacturing_issue;12;above;fabric_failureANDconstruction_failure;notmisused
775;2/3/20;754743;1;EN;Australia;2;L;Boreal sl hybrid jacket men;2017;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;bottom right gator zipper delammed;;;;;;;No;No;3;Replacement;shell;manufacturing_issue;3;above;construction_failure;notmisused
681;2/6/20;754889;1;EN;Australia;2;M;Ionian ar jacket men;2010;1_Used;No;WBW 3L Membrane;;;;;;;;;right sleeve, lower back, ;;;;;;;;everywhere;;;;;all zippers, hood facing, ;all, ;main zipper, both cuffs, neck, ;;;;;No;No;14;30% Discount;shell;manufacturing_issueANDmisuse;10;above;construction_failure;damagedandcontaminated
789;2/5/20;754890;1;EN;Australia;2;M;Boreal sl jacket women;2016;2_Good;No;WBW 2L Membrane;;;;;;;;;;;on left elbow,;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;misuse;4;above;nofailure;damaged
799;2/12/20;754965;1;EN;Australia;2;L;Mediterranean lt men;2017;2_Good;No;K Fleece;;;;;;upper left front panel, lower right front panel, lower left front panel, ;;;;;;;;lower right front panel, ;;;;;;;;;;;right cuff, left cuff, ;;;;No;No;3;50% Discount;shell;manufacturing_issueANDmisuse;3;above;fabric_failureANDconstruction_failure;damaged
